OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,GID,TOTAL_AC,LAND_AC,T_CAN_AC,T_CAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_IA_AC,UN_IA_PCT,TO_UN_AC,TO_UN_PCT,UN_SL_AC,UN_SL_PCT,UN_OT_AC,UN_OT_PCT,WATER_AC,WATER_PCT,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,SHAPEAREA,SHAPELEN
4841,11,001,007708,1001,110010077081001,4841,5.23,5.23,2.32,44.35946463,0.72,13.7667304,0.9,17.208413,2.19,41.87380497,0.47,8.98661568,0.31,5.92734226,0.51,9.75143403,0,0,0,0,2.32,44.35946463,0.71,13.57552581,1.52,29.06309751,0.81,15.4875717,1.37,26.19502868,1.38,26.38623327,0,0,0.01,0.19120459,0,0,1.43,27.34225621,2.29,43.78585086,17.01720841,0.57361377,227888.572249588,2002.23748997004
4842,11,001,007200,1015,110010072001015,4842,3.07,3.07,0.23,7.49185668,0.25,8.14332248,0.98,31.9218241,2.59,84.36482085,1.02,33.2247557,0.23,7.49185668,0.37,12.05211726,0,0,0,0,0.23,7.49185668,0.25,8.14332248,0.82,26.71009772,0.58,18.89250814,1.99,64.82084691,2.02,65.7980456,0,0,0.02,0.6514658,0,0,0.28,9.1503268,0.09,2.94117647,-1.65847012,4.55068021,133437.276348995,1472.54951547189
4843,11,001,010700,1014,110010107001014,4843,5.15,5.15,0.46,8.93203883,0,0,2.52,48.93203884,4.69,91.06796117,1.63,31.65048544,0.48,9.32038835,0.06,1.16504854,0,0,0,0,0.46,8.93203883,0,0,0.54,10.48543689,0.53,10.29126214,4.16,80.77669903,4.16,80.77669903,0,0,0,0,0,0,0.26,5.04854369,0.3,5.82524272,3.88349515,3.10679612,224263.159681242,1899.77921417893
4844,11,001,006600,1015,110010066001015,4844,2.7,2.7,1.1,40.74074074,0.15,5.55555556,0.77,28.51851852,1.46,54.07407407,0.36,13.33333333,0.09,3.33333333,0.23,8.51851852,0,0,0,0,1.1,40.74074074,0.14,5.18518519,0.46,17.03703704,0.32,11.85185185,1.13,41.85185185,1.14,42.22222222,0,0,0,0,0,0,0.76,28.14814815,0.99,36.66666667,12.59259259,4.07407407,117599.415144502,1408.37780156238
4845,11,001,004202,2004,110010042022004,4845,5.11,5.11,0.92,18.00391389,0.18,3.52250489,1.87,36.59491194,4,78.2778865,1.13,22.11350294,0.24,4.69667319,0.76,14.87279843,0,0,0,0,0.92,18.00391389,0.18,3.52250489,1.18,23.09197652,1,19.56947162,3,58.70841487,3,58.70841487,0,0,0,0,0,0,0.77,15.06849315,1.14,22.30919765,2.93542074,-4.30528376,222472.325411802,1901.80943588916
4846,11,001,010300,3004,110010103003004,4846,7.41,7.41,0.98,13.22537112,2.36,31.8488529,1.22,16.46423752,4.07,54.92577598,1.07,14.43994602,1.03,13.90013495,0.76,10.25641026,0,0,0,0,0.98,13.22537112,1.65,22.26720648,2.94,39.67611336,1.3,17.54385965,2.28,30.76923077,3.49,47.09851552,0,0,1.21,16.32928475,0,0,0.91,12.28070175,0.86,11.60593792,0.94466937,1.6194332,322853.738844013,2517.12857365557
4847,11,001,000901,3004,110010009013004,4847,3.68,3.68,2.12,57.60869565,0.66,17.93478261,0.43,11.68478261,0.89,24.18478261,0.35,9.51086957,0.01,0.27173913,0.1,2.7173913,0,0,0,0,2.12,57.60869565,0.66,17.93478261,0.77,20.92391304,0.11,2.98913043,0.78,21.19565217,0.78,21.19565217,0,0,0,0,0,0,1.83,49.72826087,2.12,57.60869565,7.88043478,0,160236.923082735,1593.64140812134
4848,11,001,000400,2023,110010004002023,4848,7.08,7.08,4.58,64.68926554,0.61,8.61581921,0.74,10.4519774,1.89,26.69491525,0.56,7.90960452,0.04,0.56497175,0.56,7.90960452,0,0,0,0,4.58,64.68926554,0.58,8.1920904,1.15,16.24293785,0.57,8.05084746,1.29,18.22033898,1.35,19.06779661,0,0,0.06,0.84745763,0,0,3.93,55.50847458,3.5,49.43502825,9.18079096,15.25423729,308407.302837639,3278.8882824327
4849,11,001,007301,1031,110010073011031,4849,2.11,2.11,0.31,14.69194313,0.76,36.01895735,0.08,3.79146919,1.04,49.28909953,0.73,34.5971564,0.13,6.16113744,0.1,4.73933649,0,0,0,0,0.31,14.69194313,0.76,36.01895735,0.98,46.44549763,0.22,10.42654028,0.81,38.38862559,0.81,38.38862559,0,0,0,0,0,0,0.11,5.21327014,0.23,10.90047393,9.47867299,3.79146919,91860.0523385471,1280.35980633341
4850,11,001,008802,4005,110010088024005,4850,3.29,3.29,0.9,27.3556231,0.2,6.07902736,1.01,30.69908815,2.19,66.56534954,0.54,16.41337386,0.12,3.64741641,0.52,15.80547112,0,0,0,0,0.9,27.3556231,0.2,6.07902736,0.83,25.22796353,0.63,19.14893617,1.56,47.41641337,1.56,47.41641337,0,0,0,0,0,0,0.72,21.88449848,0.75,22.79635258,5.47112462,4.55927052,143191.492223835,1769.1824048783
4851,11,001,005900,1009,110010059001009,4851,0.41,0.41,0,0,0,0,0,0,0.4,97.56097561,0.4,97.56097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,97.56097561,0.4,97.56097561,0,0,0,0,0,0,0.02,4.87804878,0.02,4.87804878,-4.87804878,-4.87804878,17729.9590517367,715.637590722436
4852,11,001,007803,4004,110010078034004,4852,5.6,5.6,1.95,34.82142857,0.85,15.17857143,0.99,17.67857143,2.79,49.82142857,0.93,16.60714286,0.16,2.85714286,0.71,12.67857143,0,0,0,0,1.95,34.82142857,0.85,15.17857143,1.72,30.71428571,0.87,15.53571429,1.92,34.28571429,1.92,34.28571429,0,0,0,0,0,0,1.57,28.03571429,2.01,35.89285714,6.78571429,-1.07142857,243756.952972427,2465.59699614022
4853,11,001,009503,2012,110010095032012,4853,2.52,2.52,1.05,41.66666667,0.61,24.20634921,0.35,13.88888889,0.86,34.12698413,0.4,15.87301587,0.08,3.17460317,0.04,1.58730159,0,0,0,0,1.05,41.66666667,0.61,24.20634921,0.72,28.57142857,0.11,4.36507937,0.74,29.36507937,0.74,29.36507937,0,0,0,0,0,0,0.76,30.15873016,1.03,40.87301587,11.50793651,0.79365079,109568.719947099,1383.88353793802
4854,11,001,007707,2014,110010077072014,4854,5.96,5.96,2.6,43.62416107,1.32,22.14765101,0.57,9.56375839,2.04,34.22818792,0.78,13.08724832,0.09,1.51006711,0.6,10.06711409,0,0,0,0,2.6,43.62416107,1.32,22.14765101,2.01,33.72483221,0.69,11.57718121,1.35,22.65100671,1.35,22.65100671,0,0,0,0,0,0,1.77,29.64824121,2.22,37.18592965,13.97591987,6.43823143,259937.221603974,2418.53724305163
4855,11,001,007808,2003,110010078082003,4855,4.32,4.32,1.75,40.50925926,0.83,19.21296296,0.59,13.65740741,1.71,39.58333333,0.73,16.89814815,0.16,3.7037037,0.22,5.09259259,0,0,0.03,0.69444444,1.75,40.50925926,0.83,19.21296296,1.21,28.00925926,0.38,8.7962963,1.33,30.78703704,1.36,31.48148148,0.03,0.69444444,0,0,0,0,1.58,36.57407407,1.65,38.19444444,3.93518519,2.31481481,188293.422023648,1731.68365354014
4856,11,001,011000,3004,110010110003004,4856,0.72,0.72,0.14,19.44444444,0.01,1.38888889,0,0,0.57,79.16666667,0.45,62.5,0.06,8.33333333,0.06,8.33333333,0,0,0,0,0.14,19.44444444,0.01,1.38888889,0.14,19.44444444,0.12,16.66666667,0.45,62.5,0.45,62.5,0,0,0,0,0,0,0.1,13.88888889,0.3,41.66666667,5.55555556,-22.22222222,31427.5020871011,811.393976462603
4857,11,001,007601,1008,110010076011008,4857,0.57,0.57,0.29,50.87719298,0.05,8.77192982,0,0,0.24,42.10526316,0.23,40.35087719,0.01,1.75438596,0.01,1.75438596,0,0,0,0,0.29,50.87719298,0.01,1.75438596,0.02,3.50877193,0.01,1.75438596,0.23,40.35087719,0.27,47.36842105,0,0,0.04,7.01754386,0,0,0.08,13.79310345,0.21,36.20689655,37.08408953,14.67029643,25013.0774415819,729.656904307165
4858,11,001,002600,1002,110010026001002,4858,5.31,5.31,2.46,46.32768362,1.07,20.15065913,0.8,15.06591337,1.78,33.52165725,0.41,7.7212806,0.07,1.31826742,0.5,9.41619586,0,0,0,0,2.46,46.32768362,1.06,19.96233522,1.6,30.13182674,0.54,10.16949153,1.2,22.59887006,1.24,23.35216573,0,0,0.04,0.75329567,0,0,2.21,41.54135338,2.52,47.36842105,4.78633023,-1.04073744,231453.261393498,1974.65336647554
4859,11,001,004701,1003,110010047011003,4859,9.19,9.19,0.82,8.92274211,0.83,9.03155604,1.04,11.31664853,7.23,78.67247008,5,54.40696409,0.81,8.81392818,0.39,4.2437432,0,0,0.31,3.37323177,0.82,8.92274211,0.83,9.03155604,2.03,22.08922742,1.2,13.05767138,6.03,65.61479869,6.34,68.98803047,0.31,3.37323177,0,0,0,0,0.97,10.5664488,1.03,11.22004357,-1.64370669,-2.29730146,400036.795784576,2661.96936990447
4860,11,001,007304,2001,110010073042001,4860,1.71,1.71,0.41,23.97660819,0.38,22.22222222,0.32,18.71345029,0.93,54.38596491,0.37,21.6374269,0.06,3.50877193,0.18,10.52631579,0,0,0,0,0.41,23.97660819,0.38,22.22222222,0.62,36.25730994,0.24,14.03508772,0.69,40.35087719,0.69,40.35087719,0,0,0,0,0,0,0.32,18.60465116,0.43,25,5.37195702,-1.02339181,74831.3696333261,1100.8533580673
4861,11,001,010300,1010,110010103001010,4861,2.23,2.23,1.02,45.73991031,0.2,8.96860987,0.03,1.34529148,1,44.84304933,0.88,39.46188341,0.03,1.34529148,0.06,2.69058296,0,0,0,0,1.02,45.73991031,0.2,8.96860987,0.29,13.0044843,0.08,3.58744395,0.92,41.25560538,0.92,41.25560538,0,0,0,0,0,0,0.93,41.70403587,1.06,47.53363229,4.03587444,-1.79372197,96995.4482032435,3087.24129932332
4862,11,001,003500,2005,110010035002005,4862,6.93,6.93,0.23,3.31890332,0.1,1.44300144,1.92,27.70562771,6.61,95.38239538,3.73,53.82395382,0.57,8.22510823,0.39,5.62770563,0,0,0,0,0.23,3.31890332,0.1,1.44300144,1.06,15.2958153,0.96,13.85281385,5.65,81.52958153,5.65,81.52958153,0,0,0,0,0,0,0.08,1.15273775,0.23,3.31412104,2.16616557,0.00478228,302069.888642713,2795.47889960808
4863,11,001,003500,2002,110010035002002,4863,12.77,12.77,3.07,24.04072044,1.7,13.31245106,2.53,19.81205951,7.88,61.70712608,3.41,26.70321065,0.92,7.20438528,1.02,7.98747063,0,0,0.13,1.01801096,3.07,24.04072044,1.7,13.31245106,3.63,28.42599843,1.94,15.19185591,5.94,46.51527016,6.07,47.53328113,0.13,1.01801096,0,0,0,0,2.16,16.9146437,2.86,22.39624119,7.12607674,1.64447925,556086.03535016,3265.16871436782
4864,11,001,010300,2007,110010103002007,4864,5.3,5.3,1.18,22.26415094,0.55,10.37735849,0.83,15.66037736,3.58,67.54716981,2.15,40.56603774,0.2,3.77358491,0.4,7.54716981,0,0,0,0,1.18,22.26415094,0.55,10.37735849,1.14,21.50943396,0.6,11.32075472,2.98,56.22641509,2.98,56.22641509,0,0,0,0,0,0,0.87,16.44612476,1.02,19.28166352,5.81802618,2.98248743,230609.645917715,2112.92211334499
4865,11,001,009811,1002,110010098111002,4865,0.11,0.11,0,0,0,0,0,0,0.11,100,0.1,90.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,90.90909091,0.1,90.90909091,0,0,0,0,0,0,0,0,0,0,0,0,4741.40252672981,394.616098349156
4866,11,001,006700,2005,110010067002005,4866,2.57,2.57,0.97,37.74319066,0.17,6.61478599,0.76,29.57198444,1.43,55.64202335,0.43,16.73151751,0.06,2.33463035,0.19,7.39299611,0,0,0,0,0.97,37.74319066,0.17,6.61478599,0.41,15.95330739,0.24,9.3385214,1.19,46.30350195,1.19,46.30350195,0,0,0,0,0,0,0.54,21.01167315,0.86,33.46303502,16.73151751,4.28015564,111771.980878539,1344.70467046507
4867,11,001,007604,2013,110010076042013,4867,4.19,4.19,2.66,63.48448687,0.59,14.08114558,0.32,7.6372315,0.94,22.43436754,0.36,8.59188544,0.01,0.23866348,0.25,5.96658711,0,0,0,0,2.66,63.48448687,0.59,14.08114558,0.85,20.28639618,0.26,6.2052506,0.68,16.22911695,0.68,16.22911695,0,0,0,0,0,0,2.34,55.84725537,2.37,56.56324582,7.6372315,6.92124105,182482.536788268,1691.64627048109
4868,11,001,007301,1006,110010073011006,4868,65.43,65.43,0.65,0.99342809,24,36.68042182,3.19,4.8754394,40.77,62.31086658,12.61,19.27250497,0.46,0.70304142,24.52,37.4751643,0,0,0.01,0.01528351,0.65,0.99342809,23.74,36.28305059,25.27,38.62142748,1.53,2.33837689,15.6,23.84227419,39.51,60.38514443,0,0,23.9,36.52758673,0,0,0.16,0.24453615,0.65,0.99342809,0.74889195,0,2849910.37868407,7285.28618537488
4869,11,001,007709,2008,110010077092008,4869,2.93,2.93,0.45,15.35836177,0.54,18.43003413,0.34,11.60409556,1.89,64.50511945,1.08,36.86006826,0.16,5.46075085,0.32,10.92150171,0,0,0.05,1.70648464,0.45,15.35836177,0.54,18.43003413,1,34.12969283,0.46,15.6996587,1.42,48.46416382,1.48,50.51194539,0.05,1.70648464,0.01,0.34129693,0,0,0.41,13.99317406,0.4,13.65187713,1.36518771,1.70648464,127636.906401515,1531.1279469753
4870,11,001,008804,1000,110010088041000,4870,2.46,2.46,0.57,23.17073171,0.29,11.78861789,0.64,26.01626016,1.6,65.04065041,0.55,22.35772358,0.17,6.91056911,0.25,10.16260163,0,0,0,0,0.57,23.17073171,0.29,11.78861789,0.7,28.45528455,0.41,16.66666667,1.19,48.37398374,1.19,48.37398374,0,0,0,0,0,0,0.37,15.04065041,0.46,18.69918699,8.1300813,4.47154472,107121.997800272,1514.90955795394
4871,11,001,000100,4045,110010001004045,4871,0.15,0.15,0,0,0,0,0,0,0.15,100,0.15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0.15,100,0,0,0,0,0,0,0,0,0,0,0,0,6513.80120139238,1186.56394929563
4872,11,001,009400,4008,110010094004008,4872,3.4,3.4,1.33,39.11764706,0.92,27.05882353,0.46,13.52941176,1.16,34.11764706,0.42,12.35294118,0.09,2.64705882,0.2,5.88235294,0,0,0,0,1.33,39.11764706,0.92,27.05882353,1.21,35.58823529,0.29,8.52941176,0.87,25.58823529,0.87,25.58823529,0,0,0,0,0,0,1.35,39.70588235,1.2,35.29411765,-0.58823529,3.82352941,148312.558016881,1591.22443620358
4873,11,001,001200,2006,110010012002006,4873,4.01,4.01,2.18,54.36408978,0.59,14.71321696,0.6,14.96259352,1.23,30.67331671,0.32,7.98004988,0.05,1.24688279,0.27,6.73316708,0,0,0,0,2.18,54.36408978,0.59,14.71321696,0.91,22.69326683,0.32,7.98004988,0.91,22.69326683,0.91,22.69326683,0,0,0,0,0,0,2.21,55.11221945,2.2,54.86284289,-0.74812968,-0.49875312,174653.280640305,1795.66616931954
4874,11,001,005201,1000,110010052011000,4874,5.82,5.82,0.57,9.79381443,0.09,1.54639175,2.44,41.92439863,5.16,88.65979381,1.74,29.89690722,0.36,6.18556701,0.62,10.65292096,0,0,0,0,0.57,9.79381443,0.09,1.54639175,1.07,18.38487973,0.98,16.83848797,4.19,71.99312715,4.19,71.99312715,0,0,0,0,0,0,0.59,10.12006861,0.9,15.4373928,-0.32625418,-5.64357836,253652.006371452,2312.71617142886
4875,11,001,009505,2000,110010095052000,4875,7.05,7.05,2.08,29.5035461,2.05,29.07801418,1.14,16.17021277,2.92,41.41843972,1.08,15.31914894,0.23,3.26241135,0.47,6.66666667,0,0,0,0,2.08,29.5035461,2.05,29.07801418,2.75,39.0070922,0.7,9.92907801,2.22,31.4893617,2.22,31.4893617,0,0,0,0,0,0,2.17,30.78014184,1.7,24.11347518,-1.27659574,5.39007092,307027.935815215,2659.71014441768
4876,11,001,007407,1005,110010074071005,4876,3.11,3.11,0.64,20.57877814,0.69,22.18649518,0.6,19.2926045,1.77,56.91318328,0.73,23.47266881,0.14,4.50160772,0.3,9.64630225,0,0,0,0,0.64,20.57877814,0.69,22.18649518,1.13,36.33440514,0.44,14.14790997,1.33,42.76527331,1.33,42.76527331,0,0,0,0,0,0,0.51,16.4516129,0.65,20.96774194,4.12716523,-0.3889638,135262.573536314,1487.30442664292
4877,11,001,001301,2006,110010013012006,4877,3.53,3.53,1.58,44.7592068,0.77,21.81303116,0.52,14.73087819,1.18,33.42776204,0.43,12.18130312,0.04,1.13314448,0.19,5.38243626,0,0,0,0,1.58,44.7592068,0.77,21.81303116,1,28.3286119,0.23,6.51558074,0.95,26.9121813,0.95,26.9121813,0,0,0,0,0,0,1.43,40.50991501,1.08,30.59490085,4.24929178,14.16430595,153943.170515241,1750.65751230514
4878,11,001,007803,1007,110010078031007,4878,4.24,4.24,1.63,38.44339623,0.49,11.55660377,0.4,9.43396226,2.12,50,1.27,29.95283019,0.16,3.77358491,0.3,7.0754717,0,0,0,0,1.63,38.44339623,0.49,11.55660377,0.94,22.16981132,0.46,10.8490566,1.67,39.38679245,1.67,39.38679245,0,0,0,0,0,0,1.21,28.53773585,1.61,37.97169811,9.90566038,0.47169811,184753.905707026,1948.57624402371
4879,11,001,007409,3001,110010074093001,4879,3.42,3.42,1.2,35.0877193,0.82,23.97660819,0.49,14.32748538,1.39,40.64327485,0.55,16.08187135,0.17,4.97076023,0.19,5.55555556,0,0,0,0,1.2,35.0877193,0.8,23.39181287,1.13,33.04093567,0.33,9.64912281,1.04,30.40935673,1.09,31.87134503,0,0,0.05,1.4619883,0,0,0.79,23.0994152,1.29,37.71929825,11.98830409,-2.63157895,148973.420173435,1594.08933697637
4880,11,001,007401,1037,110010074011037,4880,11.57,11.57,3.84,33.18928263,2.93,25.32411409,1.99,17.19965428,4.8,41.48660328,1.65,14.26101988,0.9,7.77873812,0.26,2.24719101,0,0,0,0,3.84,33.18928263,2.93,25.32411409,4.09,35.35004322,1.17,10.11235955,3.64,31.46067416,3.64,31.46067416,0,0,0,0,0,0,2.3,19.87899741,3.37,29.12705272,13.31028522,4.0622299,503875.806902081,3098.23295849481
4881,11,001,004202,1000,110010042021000,4881,3.6,3.6,0.71,19.72222222,0.13,3.61111111,1.41,39.16666667,2.76,76.66666667,0.65,18.05555556,0.2,5.55555556,0.5,13.88888889,0,0,0,0,0.71,19.72222222,0.13,3.61111111,0.83,23.05555556,0.7,19.44444444,2.06,57.22222222,2.06,57.22222222,0,0,0,0,0,0,0.78,21.66666667,1.05,29.16666667,-1.94444444,-9.44444444,156608.843423314,1762.54382813701
4882,11,001,006802,2001,110010068022001,4882,5.27,5.27,1.17,22.20113852,1.03,19.54459203,1.25,23.71916509,3.07,58.25426945,0.97,18.40607211,0.09,1.70777989,0.76,14.42125237,0,0,0,0,1.17,22.20113852,1.03,19.54459203,1.87,35.48387097,0.84,15.93927894,2.22,42.12523719,2.22,42.12523719,0,0,0,0,0,0,0.99,18.82129278,0.93,17.68060837,3.37984574,4.52053015,229370.017988017,1889.94984417358
4883,11,001,006804,1008,110010068041008,4883,0.27,0.27,0.05,18.51851852,0,0,0,0,0.21,77.77777778,0.21,77.77777778,0,0,0,0,0,0,0,0,0.05,18.51851852,0,0,0,0,0,0,0.21,77.77777778,0.21,77.77777778,0,0,0,0,0,0,0.02,7.69230769,0.06,23.07692308,10.82621083,-4.55840456,11608.4796658415,483.488254477056
4884,11,001,008302,1014,110010083021014,4884,4.7,4.7,1.37,29.14893617,0.31,6.59574468,1.52,32.34042553,3.02,64.25531915,0.71,15.10638298,0.28,5.95744681,0.5,10.63829787,0,0,0,0,1.37,29.14893617,0.31,6.59574468,1.09,23.19148936,0.78,16.59574468,2.24,47.65957447,2.24,47.65957447,0,0,0,0,0,0,0.76,16.1358811,1.53,32.48407643,13.01305507,-3.33514026,204901.748454467,1974.47965688688
4885,11,001,002101,1000,110010021011000,4885,0.6,0.6,0.2,33.33333333,0.08,13.33333333,0,0,0.32,53.33333333,0.31,51.66666667,0.01,1.66666667,0,0,0,0,0,0,0.2,33.33333333,0.08,13.33333333,0.09,15,0.01,1.66666667,0.31,51.66666667,0.31,51.66666667,0,0,0,0,0,0,0.13,21.66666667,0.19,31.66666667,11.66666667,1.66666667,26046.8202270436,869.739899610585
4886,11,001,009508,2004,110010095082004,4886,3.13,3.13,0.59,18.84984026,0.89,28.43450479,0.63,20.12779553,1.64,52.39616613,0.74,23.64217252,0.07,2.23642173,0.2,6.38977636,0,0,0,0,0.59,18.84984026,0.89,28.43450479,1.17,37.38019169,0.27,8.62619808,1.37,43.76996805,1.37,43.76996805,0,0,0,0,0,0,0.35,11.21794872,0.61,19.55128205,7.63189154,-0.7014418,136039.52888361,1480.52469011727
4887,11,001,002102,3000,110010021023000,4887,5.19,5.19,0.97,18.68978805,0.54,10.40462428,1.69,32.56262042,3.68,70.90558767,1.08,20.80924855,0.36,6.93641618,0.56,10.78998073,0,0,0,0,0.97,18.68978805,0.54,10.40462428,1.46,28.13102119,0.92,17.72639692,2.76,53.17919075,2.76,53.17919075,0,0,0,0,0,0,0.89,17.14836224,1.21,23.31406551,1.54142582,-4.62427746,226267.953765073,1939.84340959962
4888,11,001,007703,4002,110010077034002,4888,0.59,0.59,0.29,49.15254237,0.03,5.08474576,0,0,0.27,45.76271186,0.2,33.89830508,0.03,5.08474576,0.04,6.77966102,0,0,0,0,0.29,49.15254237,0,0,0.05,8.47457627,0.05,8.47457627,0.2,33.89830508,0.24,40.6779661,0,0,0.05,8.47457627,0,0,0.25,43.10344828,0.3,51.72413793,6.0490941,-2.57159556,25329.4529939389,782.321410721803
4889,11,001,001600,4007,110010016004007,4889,0.05,0.05,0.01,20,0,0,0,0,0.04,80,0.04,80,0,0,0,0,0,0,0,0,0.01,20,0,0,0,0,0,0,0.04,80,0.04,80,0,0,0,0,0,0,0.01,20,0.02,40,0,-20,2336.03373914193,254.458934428127
4890,11,001,009907,2003,110010099072003,4890,5.68,5.68,1.06,18.66197183,1.34,23.5915493,1.09,19.19014085,3.29,57.92253521,1.18,20.77464789,0.41,7.21830986,0.61,10.73943662,0,0,0,0,1.06,18.66197183,1.34,23.5915493,2.36,41.54929577,1.02,17.95774648,2.27,39.96478873,2.27,39.96478873,0,0,0,0,0,0,0.67,11.79577465,1.02,17.95774648,6.86619718,0.70422535,247538.675876236,2324.54397089669
4891,11,001,009400,2024,110010094002024,4891,0.12,0.12,0.02,16.66666667,0.01,8.33333333,0,0,0.1,83.33333333,0.09,75,0.01,8.33333333,0,0,0,0,0,0,0.02,16.66666667,0.01,8.33333333,0.02,16.66666667,0.01,8.33333333,0.09,75,0.09,75,0,0,0,0,0,0,0.02,16.66666667,0.02,16.66666667,0,0,5348.79668890433,314.89135214364
4892,11,001,000202,4002,110010002024002,4892,3.01,3.01,0.51,16.94352159,0.32,10.63122924,1,33.22259136,2.18,72.42524917,0.44,14.6179402,0.38,12.62458472,0.36,11.96013289,0,0,0,0,0.51,16.94352159,0.32,10.63122924,1.06,35.21594684,0.74,24.58471761,1.44,47.84053156,1.44,47.84053156,0,0,0,0,0,0,0.48,16,0.49,16.33333333,0.94352159,0.61018826,130778.580724036,1444.39572827216
4893,11,001,001001,6017,110010010016017,4893,3.92,3.92,2.43,61.98979592,0.48,12.24489796,0.49,12.5,1.01,25.76530612,0.34,8.67346939,0.04,1.02040816,0.14,3.57142857,0,0,0,0,2.43,61.98979592,0.48,12.24489796,0.67,17.09183673,0.18,4.59183673,0.82,20.91836735,0.82,20.91836735,0,0,0,0,0,0,2.09,53.31632653,2.43,61.98979592,8.67346939,0,170670.507235919,1738.94332397758
4894,11,001,003500,1002,110010035001002,4894,3.55,3.55,0.4,11.26760563,0.27,7.6056338,1.35,38.02816901,2.87,80.84507042,0.67,18.87323944,0.2,5.63380282,0.65,18.30985915,0,0,0,0,0.4,11.26760563,0.27,7.6056338,1.12,31.54929577,0.85,23.94366197,2.02,56.90140845,2.02,56.90140845,0,0,0,0,0,0,0.25,7.04225352,0.52,14.64788732,4.22535211,-3.38028169,154479.568080461,2075.65683366214
4895,11,001,000801,3002,110010008013002,4895,3.97,3.97,0.84,21.15869018,0.71,17.88413098,0.5,12.59445844,2.43,61.20906801,1.3,32.74559194,0.42,10.57934509,0.21,5.28967254,0,0,0,0,0.84,21.15869018,0.67,16.87657431,1.28,32.2418136,0.6,15.11335013,1.79,45.08816121,1.85,46.59949622,0,0,0.06,1.51133501,0,0,0.91,22.92191436,0.81,20.40302267,-1.76322418,0.75566751,172890.402145253,1752.04372415139
4896,11,001,006202,1049,110010062021049,4896,0.33,0.33,0,0,0.01,3.03030303,0,0,0.32,96.96969697,0.26,78.78787879,0.03,9.09090909,0.04,12.12121212,0,0,0,0,0,0,0.01,3.03030303,0.08,24.24242424,0.07,21.21212121,0.26,78.78787879,0.26,78.78787879,0,0,0,0,0,0,0,0,0.01,3.03030303,0,-3.03030303,14431.1708550693,824.112461109384
4897,11,001,007304,1006,110010073041006,4897,9.88,9.88,2.7,27.32793522,1.63,16.49797571,1.65,16.70040486,5.55,56.17408907,2.41,24.39271255,0.65,6.57894737,0.84,8.50202429,0,0,0,0,2.7,27.32793522,1.6,16.19433198,2.86,28.94736842,1.26,12.75303644,4.05,40.99190283,4.32,43.72469636,0,0,0.27,2.73279352,0,0,1.4,14.17004049,2.54,25.70850202,13.15789474,1.6194332,430235.977056506,2870.34519081661
4898,11,001,007901,4002,110010079014002,4898,7.44,7.44,1.03,13.84408602,1.06,14.24731183,2.24,30.10752688,5.35,71.90860215,1.82,24.46236559,0.52,6.98924731,0.78,10.48387097,0,0,0,0,1.03,13.84408602,0.55,7.39247312,1.7,22.84946237,1.15,15.45698925,4.06,54.56989247,4.71,63.30645161,0,0,0.65,8.73655914,0,0,0.8,10.75268817,0.63,8.46774194,3.09139785,5.37634409,324107.970060462,2409.34580518454
4899,11,001,009301,2025,110010093012025,4899,4.23,4.23,1.42,33.56973995,0.58,13.71158392,0.89,21.04018913,2.23,52.71867612,0.79,18.67612293,0.19,4.49172577,0.37,8.74704492,0,0,0,0,1.42,33.56973995,0.58,13.71158392,1.13,26.71394799,0.55,13.00236407,1.68,39.71631206,1.68,39.71631206,0,0,0,0,0,0,1.18,27.96208531,1.11,26.30331754,5.60765464,7.26642242,184028.318454046,1740.63587580427
4900,11,001,007601,5002,110010076015002,4900,0.74,0.74,0.03,4.05405405,0.4,54.05405405,0,0,0.31,41.89189189,0.23,31.08108108,0.04,5.40540541,0.03,4.05405405,0,0,0,0,0.03,4.05405405,0.4,54.05405405,0.47,63.51351351,0.07,9.45945946,0.24,32.43243243,0.24,32.43243243,0,0,0,0,0,0,0.07,9.45945946,0.03,4.05405405,-5.40540541,0,32123.6072677074,903.027104402404
4901,11,001,001100,4002,110010011004002,4901,4.61,4.61,2.65,57.48373102,0.68,14.7505423,0.68,14.7505423,1.27,27.54880694,0.37,8.02603037,0.06,1.30151844,0.16,3.47071584,0,0,0,0,2.65,57.48373102,0.68,14.7505423,0.89,19.30585683,0.21,4.55531453,1.06,22.99349241,1.07,23.21041215,0,0,0.01,0.21691974,0,0,2.37,51.40997831,2.59,56.18221258,6.07375271,1.30151844,200898.438527882,2004.39346160776
