"user_id","screen_name"
"323392265","Bellissima_kids"
"1081160720","raquel22555966"
"567426754","FernLevy"
"253806973","Field2Frame"
"17845789","DanielleLaPorte"
"76235977","AmoriniPanini"
"21682142","NorthernVAMag"
"192808204","Wise_Quotes4U"
"595257485","crystabellebaby"
"585834426","MyRightMoment"
"398821053","Baby_Knits"
"192906021","ABSmiles"
"312916769","PACparenting"
"373562889","YessyGuevara1"
"1077549153654358016","PaigeJo18800243"
"1599033438","cioni_gianluca"
"24178947","YorkPoquosonSO"
"3070018189","JackStottlemyre"
"921794102","AlexHSullivan"
"19872425","arfenog"
"363905372","Tommyzeros"
"1837530540","amybmock"
"2276599748","CecillaNelms"
"255753314","nellybelly44"
"409507580","revgaryd26"
"34025957","DavidChancellor"
"2658490439","isamejorada"
"758873577726750723","Booshki2"
"38112636","kirakirasakuya"
"2846805322","DYavrom"
"2849171145","cathy_deloach"
"1191367417831800835","ttrulss"
"363633544","nemnikolic"
"4205554639","BlairRussellArt"
"1245715656403795969","MARTIN62955490"
"1242573765038485507","morrisr90289251"
"857291062905196544","WAAdotWorld"
"95484854","CommForklift"
"31495468","jmf_jr"
"24086643","hooplvr23"
"22683719","Lori02139"
"16329606","runwhenyoucan"
"17936026","BeattyBugg"
"31995674","Josee_Dumas"
"30737683","AttentiveCare"
"70192101","ChristaLCSW"
"3304541163","nateterrell2"
"3128857773","ResiliencyCntr"
"769952667292487680","c_c_conversate"
"464041234","nbmediation"
"4032307401","ikEnteractive"
"1589198857","heiselandassoc"
"1184496192","rlnorrington"
"3261504726","LiBowlli"
"4785649582","TherapyZenApp"
"15644036","amandahouck"
"16273144","DrJennifer"
"14529488","isabellef"
"2951588263","vuakr28"
"3226047682","sensetech_"
"3042816853","ghcleesburg"
"2161486208","HavenHouse_"
"14475123","johnayersc"
"563964420","NeuViewRbuck"
"41686538","HealthProJOB"
"2679241639","RyanAtIAT"
"352456648","CathyMiclat"
"2605661833","DbsaMv"
"378286452","FieldEducator"
