"","X","census_bg","Total.Area.in.acres","Total.Land.Area.in.acres","Tree.Canopy.in.acres","Tree.Canopy.area.in.percent","Vegetation.in.acres","Vegetation.Percentage","Building.area.in.acres","Building.area.in.percent","Total.Impervious.Area.in.acres","Total.Impervious.Area.in.percent","Road.Acres","Road.Area.in.percent","Sidewalk.Area.in.acres","Sidewalk.Area.in.percent","Other.Impervious.Area.in.acres","Other.Impervious.Area.in.percent","Surface.Water.Area.in.acres","Surface.Water.Area.in.percent","Soil.area.in.acres","Soil.area.in.percent","Urban.Tree.Canopy.area.in.acres","Urban.Tree.Canopy.area.percent","Possible.Vegetation.Planting.Area.in.acres","Possible.Vegetation.Planting.Area.in.percent","Total.Possible.Planting.Area.in.acres","Total.Possible.Planting.Area.in.percent","Impervious.Possible.Planting.Area.in.acres","Impervious.Possible.Planting.Area.in.percent","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.acres","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.percent","Total.Unsuitable.Planting.Area.in.acres","Total.Unsuitable.Planting.Area.in.percent","Unsuitable.Soil.and.Vegetation.Area.in.acres","Unsuitable.Soil.and.Vegetation.Area.in.percent","Unsuitable.Other.Land.Area.in.acres","Unsuitable.Other.Land.Area.in.percent","SHAPEAREA","SHAPELEN","Geographic.Area.Name","Income.in.the.past.12.months.below.poverty.level","Median.household.income.in.the.past.12.months","Total.Population","Total.Population.of.one.race","Total.White.Population","Total.African.American.Population","Total.American.Indian.Population","Total.Asian.Population","Total.Native.Hawaiian.Population","Total.Population.of.Other.Races","PovertyPerCapita","UTC_quart","income_quart","UTCacres_quart"
"235",234,110010042012,28.28,28.28,5.14,18.17538897,0.77,2.72277228,10.68,37.76520509,22.37,79.10183876,5.92,20.93352192,1.5,5.30410184,4.27,15.0990099,0,0,0,0,5.14,18.17538897,0.75,2.65205092,6.36,22.4893918,5.61,19.83734088,16.61,58.73408769,16.79,59.37057992,0,0,0.18,0.63649222,1231903.22215274,4652.17903460803,"Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia",0,173750,895,810,710,39,2,37,0,22,0,"Q1","Q4","Q1"
"236",235,110010042021,27.48,27.48,5.09,18.52256186,0.67,2.43813683,9.96,36.24454148,21.72,79.03930131,6.87,25,1.82,6.62299854,3.07,11.17176128,0,0,0,0,5.09,18.52256186,0.67,2.43813683,5.55,20.19650655,4.88,17.75836972,16.83,61.24454148,16.83,61.24454148,0,0,0,0,1196800.18172011,5192.3832258156,"Block Group 1, Census Tract 42.02, District of Columbia, District of Columbia",0,92368,1349,1221,1029,45,0,110,0,37,0,"Q1","Q2","Q1"
"237",236,110010042022,24.02,24.02,4.27,17.77685262,0.59,2.45628643,8.61,35.84512906,19.16,79.76686095,5.74,23.89675271,1.67,6.95253955,3.14,13.07243963,0,0,0,0,4.27,17.77685262,0.59,2.45628643,5.38,22.39800167,4.79,19.94171524,14.34,59.70024979,14.37,59.82514571,0,0,0.03,0.12489592,1046261.31131848,4772.77224632563,"Block Group 2, Census Tract 42.02, District of Columbia, District of Columbia",0,103333,1501,1358,1116,68,5,134,1,34,0,"Q1","Q3","Q1"
"238",237,110010043001,30.32,30.32,4.45,14.676781,0.97,3.19920844,10.22,33.70712401,24.88,82.05804749,8.31,27.40765172,2.62,8.64116095,3.74,12.33509235,0,0,0.02,0.06596306,4.45,14.676781,0.94,3.10026385,7.26,23.94459103,6.32,20.84432718,18.53,61.11477573,18.62,61.4116095,0.02,0.06596306,0.07,0.23087071,1320940.8189772,5110.36774030041,"Block Group 1, Census Tract 43, District of Columbia, District of Columbia",17,81089,614,573,470,34,3,42,0,24,0.0276872964169381,"Q1","Q2","Q1"
"239",238,110010043002,28.15,28.15,5.75,20.42628774,1.05,3.73001776,10.29,36.55417407,21.35,75.84369449,6.12,21.74067496,1.31,4.65364121,3.63,12.89520426,0,0,0,0,5.75,20.42628774,1.05,3.73001776,5.99,21.27886323,4.94,17.54884547,16.41,58.29484902,16.41,58.29484902,0,0,0,0,1226038.65581616,4708.501238043,"Block Group 2, Census Tract 43, District of Columbia, District of Columbia",0,116656,1529,1384,618,537,3,91,4,131,0,"Q2","Q3","Q1"
"240",239,110010044001,61.01,61.01,7.06,11.57187346,2.28,3.73709228,23.15,37.94459925,51.47,84.36321914,16.72,27.40534339,4.72,7.73643665,6.87,11.26044911,0,0,0.19,0.31142436,7.06,11.57187346,1.81,2.96672677,13.06,21.40632683,11.25,18.43960007,39.85,65.31716112,40.89,67.02179971,0.11,0.18029831,0.92,1.50794952,2657300.62796225,6584.18036107768,"Block Group 1, Census Tract 44, District of Columbia, District of Columbia",0,176429,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q4","Q2"
"241",240,110010044002,67.91,67.91,9.85,14.50449124,3.21,4.72684435,22.31,32.85230452,54.76,80.63613606,18.39,27.07995877,4.88,7.18598145,9.17,13.50316595,0,0,0.09,0.13252835,9.85,14.50449124,3.12,4.59431601,16.86,24.82697688,13.74,20.23266087,40.63,59.82918569,41.2,60.66853188,0.09,0.13252835,0.48,0.70681785,2958118.01857793,7627.20539598289,"Block Group 2, Census Tract 44, District of Columbia, District of Columbia",18,145625,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q4","Q2"
"242",241,110010046001,34.42,34.42,5.68,16.5020337,1.8,5.22951772,11.4,33.12027891,26.26,76.29285299,7.47,21.70249855,2.38,6.91458454,5.02,14.58454387,0,0,0.67,1.94654271,5.68,16.5020337,1.8,5.22951772,9.01,26.17664149,7.21,20.94712377,18.87,54.82277746,19.73,57.32132481,0.67,1.94654271,0.19,0.55200465,1499270.14209097,5358.88366056749,"Block Group 1, Census Tract 46, District of Columbia, District of Columbia",14,100938,1591,1457,631,683,5,89,2,47,0.0087994971715902,"Q1","Q3","Q1"
"243",242,110010046002,73.55,73.55,14.94,20.31271244,7.56,10.27872196,17.65,23.99728076,50.74,68.98708362,15.63,21.25084976,5.57,7.57307954,11.89,16.16587356,0,0,0.31,0.42148199,14.94,20.31271244,6.54,8.89191027,19.52,26.53976886,12.97,17.63426241,33.06,44.94901428,39.1,53.16111489,0.08,0.10876954,5.95,8.08973487,3203650.17669015,8417.33811936781,"Block Group 2, Census Tract 46, District of Columbia, District of Columbia",13,123295,1952,1826,831,847,2,88,1,57,0.00665983606557377,"Q2","Q3","Q3"
"244",243,110010047011,23.14,23.14,3.61,15.60069144,1.79,7.7355229,4.03,17.41573034,17.03,73.59550562,9.01,38.93690579,2.59,11.19273984,1.41,6.09334486,0,0,0.71,3.06828003,3.61,15.60069144,1.73,7.47623163,5.71,24.67588591,3.98,17.19965428,13.03,56.30942092,13.82,59.72342264,0.68,2.9386344,0.1,0.43215212,1007692.35670785,4048.97621495533,"Block Group 1, Census Tract 47.01, District of Columbia, District of Columbia",119,94605,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"245",244,110010047012,56.24,56.24,6.34,11.27311522,6.21,11.04196302,11.17,19.86130868,42.61,75.76458037,19.94,35.45519203,6.05,10.75746799,5.45,9.69061166,0,0,1.09,1.93812233,6.34,11.27311522,4.98,8.85490754,15.5,27.56045519,10.52,18.70554765,31.1,55.29871977,34.4,61.16642959,0.91,1.61806543,2.39,4.24964438,2449857.74335771,9570.75831897506,"Block Group 2, Census Tract 47.01, District of Columbia, District of Columbia",105,74928,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"246",245,110010047021,80.18,80.18,8.38,10.45148416,2.15,2.6814667,22.78,28.41107508,69.49,86.66749813,31.01,38.67548017,8.03,10.01496633,7.68,9.57844849,0,0,0.16,0.19955101,8.38,10.45148416,1.93,2.40708406,15.19,18.94487403,13.26,16.53778997,53.79,67.08655525,56.61,70.60364181,0.16,0.19955101,2.66,3.31753555,3492901.21042458,9680.94528799601,"Block Group 1, Census Tract 47.02, District of Columbia, District of Columbia",16,119125,852,785,241,462,4,57,3,18,0.0187793427230047,"Q1","Q3","Q2"
"247",246,110010048011,78.45,78.45,15.74,20.06373486,5.27,6.71765456,21.87,27.87762906,57.14,72.8362014,19.04,24.27023582,5.55,7.07456979,10.69,13.6265137,0,0,0.29,0.36966221,15.74,20.06373486,3.96,5.04780115,17.29,22.03951562,13.32,16.9789675,39.7,50.6054812,45.42,57.89674952,0.14,0.17845762,5.58,7.11281071,3417096.97899538,8067.47965890507,"Block Group 1, Census Tract 48.01, District of Columbia, District of Columbia",8,118571,703,660,350,252,0,40,0,18,0.0113798008534851,"Q2","Q3","Q3"
"248",247,110010048021,34.46,34.46,8.53,24.7533372,3.01,8.73476494,9.11,26.43644806,22.93,66.54091701,7.43,21.56123041,2.25,6.52930934,4.12,11.95589089,0,0,0,0,8.53,24.7533372,2.82,8.18340104,9.07,26.32037145,6.25,18.1369704,16.52,47.93964016,16.87,48.9553105,0,0,0.35,1.01567034,1501321.29530489,5061.89709635828,"Block Group 1, Census Tract 48.02, District of Columbia, District of Columbia",0,137917,1716,1596,886,506,10,143,0,51,0,"Q2","Q4","Q2"
"249",248,110010048022,36.73,36.73,4.99,13.58562483,2.45,6.67029676,9.61,26.16389872,29.29,79.74407841,11.18,30.43833379,3.92,10.67247482,4.57,12.44214539,0,0,0,0,4.99,13.58562483,2.44,6.64307106,10.72,29.18595154,8.28,22.54288048,20.78,56.57500681,21.02,57.22842363,0,0,0.24,0.65341683,1599728.44725047,5521.61707843685,"Block Group 2, Census Tract 48.02, District of Columbia, District of Columbia",81,47464,1918,1814,379,1044,7,264,0,120,0.0422314911366006,"Q1","Q1","Q1"
"250",249,110010049011,21.18,21.18,4.06,19.16902738,1.38,6.51558074,5.37,25.35410765,15.74,74.31539188,5.65,26.67610954,1.97,9.30122757,2.75,12.98394712,0,0,0,0,4.06,19.16902738,1.36,6.42115203,5.94,28.04532578,4.58,21.62417375,11.03,52.07743154,11.18,52.78564684,0,0,0.15,0.7082153,922519.543608868,4513.16340928405,"Block Group 1, Census Tract 49.01, District of Columbia, District of Columbia",74,58125,1136,1031,341,481,5,21,2,181,0.0651408450704225,"Q1","Q2","Q1"
"251",250,110010049012,46.01,46.01,7.38,16.03999131,3.34,7.25929146,14.31,31.10193436,34.99,76.04868507,10.55,22.92979787,4.49,9.7587481,5.64,12.25820474,0,0,0.3,0.65203217,7.38,16.03999131,2.27,4.93371006,10.71,23.27754836,8.44,18.3438383,24.61,53.48837209,27.92,60.68246033,0,0,3.31,7.19408824,2003739.52861814,6158.05308429798,"Block Group 2, Census Tract 49.01, District of Columbia, District of Columbia",0,128773,1610,1496,1051,304,9,104,0,28,0,"Q1","Q3","Q2"
"252",251,110010049021,16.24,16.24,1.87,11.51477833,0.7,4.31034483,4.87,29.98768473,13.67,84.17487685,5.61,34.54433498,1.37,8.43596059,1.81,11.1453202,0,0,0,0,1.87,11.51477833,0.7,4.31034483,3.85,23.70689655,3.15,19.39655172,10.48,64.5320197,10.52,64.77832512,0,0,0.04,0.24630542,707614.761919535,3885.26051904536,"Block Group 1, Census Tract 49.02, District of Columbia, District of Columbia",46,94605,847,741,198,317,11,33,0,182,0.0543093270365998,"Q1","Q2","Q1"
"253",252,110010049022,48.97,48.97,2.81,5.73820707,0.86,1.75617725,26.05,53.19583418,45.3,92.50561568,11.53,23.54502757,3.74,7.63732898,3.98,8.12742495,0,0,0,0,2.81,5.73820707,0.73,1.4907086,8.21,16.76536655,7.49,15.29507862,37.57,76.72044109,37.94,77.47600572,0,0,0.37,0.75556463,2132527.66866875,5760.46570844109,"Block Group 2, Census Tract 49.02, District of Columbia, District of Columbia",27,150417,1021,917,464,309,4,61,0,79,0.0264446620959843,"Q1","Q4","Q1"
"254",253,110010050011,25.83,25.83,4.86,18.81533101,2.34,9.05923345,6.31,24.42895858,18.4,71.23499806,7.59,29.3844367,1.93,7.47193186,2.56,9.91095625,0,0,0.22,0.8517228,4.86,18.81533101,1.05,4.06504065,4.62,17.88617886,3.56,13.78242354,12.66,49.01277584,16.35,63.29849013,0.09,0.34843206,3.6,13.93728223,1124915.57759933,4774.10531731676,"Block Group 1, Census Tract 50.01, District of Columbia, District of Columbia",0,180125,849,749,593,60,4,55,1,36,0,"Q1","Q4","Q1"
"255",254,110010050012,24.76,24.76,5.35,21.60743134,1.16,4.68497577,8.11,32.75444265,18.26,73.74798061,5.79,23.38449111,1.51,6.09854604,2.85,11.51050081,0,0,0,0,5.35,21.60743134,1.1,4.44264943,5.43,21.93053312,4.33,17.48788368,13.86,55.97738288,13.99,56.50242326,0,0,0.13,0.52504039,1078778.6321461,5002.52938362865,"Block Group 2, Census Tract 50.01, District of Columbia, District of Columbia",8,138304,1163,1068,839,143,4,47,3,32,0.00687876182287188,"Q2","Q4","Q1"
"256",255,110010050021,9.81,9.81,1.31,13.35372069,0.34,3.46585117,3.63,37.0030581,8.15,83.07849134,2.54,25.89194699,0.8,8.15494393,1.18,12.0285423,0,0,0,0,1.31,13.35372069,0.34,3.46585117,2.32,23.64933741,1.98,20.18348624,6.18,62.9969419,6.18,62.9969419,0,0,0,0,427343.164308049,2631.21157737086,"Block Group 1, Census Tract 50.02, District of Columbia, District of Columbia",40,67167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"257",256,110010050022,22.64,22.64,4.02,17.75618375,0.69,3.04770318,7.78,34.3639576,17.92,79.15194346,6.29,27.78268551,1.86,8.2155477,1.99,8.78975265,0,0,0,0,4.02,17.75618375,0.68,3.00353357,4.46,19.69964664,3.78,16.69611307,14.02,61.92579505,14.16,62.54416961,0,0,0.14,0.61837456,986052.673683303,4635.43190538592,"Block Group 2, Census Tract 50.02, District of Columbia, District of Columbia",0,108177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"258",257,110010050023,17.55,17.55,4.73,26.95156695,1.02,5.81196581,4.1,23.36182336,11.8,67.23646724,4.63,26.38176638,1.4,7.97720798,1.66,9.45868946,0,0,0,0,4.73,26.95156695,0.53,3.01994302,3.34,19.03133903,2.81,16.01139601,8.67,49.4017094,9.48,54.01709402,0,0,0.81,4.61538462,764482.210699372,4125.36166316484,"Block Group 3, Census Tract 50.02, District of Columbia, District of Columbia",0,165000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q4","Q1"
"259",258,110010050024,7.7,7.7,1.09,14.15584416,0.14,1.81818182,2.6,33.76623377,6.47,84.02597403,2.56,33.24675325,0.63,8.18181818,0.67,8.7012987,0,0,0,0,1.09,14.15584416,0.14,1.81818182,1.44,18.7012987,1.3,16.88311688,5.15,66.88311688,5.16,67.01298701,0,0,0.01,0.12987013,335347.477633893,2449.7500063077,"Block Group 4, Census Tract 50.02, District of Columbia, District of Columbia",0,54543,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"260",259,110010052011,13.6,13.6,0.81,5.95588235,0.9,6.61764706,4.93,36.25,11.89,87.42647059,4.54,33.38235294,1.26,9.26470588,1.16,8.52941176,0,0,0,0,0.81,5.95588235,0.25,1.83823529,2.49,18.30882353,2.25,16.54411765,9.39,69.04411765,10.29,75.66176471,0,0,0.91,6.69117647,592132.324700545,3616.12308851396,"Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia",0,83292,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"261",260,110010052012,33.38,33.38,5.97,17.88496105,1.49,4.46375075,9.91,29.68843619,25.92,77.6512882,10.3,30.85680048,2.41,7.21989215,3.3,9.88615938,0,0,0,0,5.97,17.88496105,1.49,4.46375075,7.2,21.56980228,5.71,17.10605153,20.13,60.3055722,20.21,60.54523667,0,0,0.08,0.23966447,1454049.52504718,6421.27919811504,"Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia",0,133462,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q4","Q1"
"262",261,110010052013,9.49,9.49,1.18,12.4341412,0.07,0.73761855,4.16,43.83561644,8.23,86.72286617,2.64,27.81875659,0.79,8.32455216,0.64,6.74394099,0,0,0,0,1.18,12.4341412,0.07,0.73761855,1.5,15.8061117,1.43,15.06849315,6.8,71.65437302,6.8,71.65437302,0,0,0,0,413282.798144452,3182.16725477063,"Block Group 3, Census Tract 52.01, District of Columbia, District of Columbia",0,87185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"263",262,110010052014,27.48,27.48,4.25,15.4657933,0.77,2.80203785,11.43,41.59388646,22.45,81.69577875,6.26,22.78020378,1.87,6.80494905,2.89,10.51673945,0,0,0,0,4.25,15.4657933,0.77,2.80203785,5.53,20.12372635,4.76,17.3216885,17.69,64.37409025,17.69,64.37409025,0,0,0,0,1196767.65267104,4716.7677656415,"Block Group 4, Census Tract 52.01, District of Columbia, District of Columbia",0,126327,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"264",263,110010053011,12.18,12.18,2.39,19.62233169,0.34,2.79146141,4.49,36.863711,9.45,77.5862069,2.49,20.44334975,0.75,6.15763547,1.72,14.12151067,0,0,0,0,2.39,19.62233169,0.34,2.79146141,2.81,23.07060755,2.47,20.27914614,6.98,57.30706076,6.98,57.30706076,0,0,0,0,530653.200245132,3175.86896357441,"Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia",0,112461,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q3","Q1"
"265",264,110010053012,21.62,21.62,3.91,18.08510638,0.6,2.77520814,7.38,34.13506013,17.1,79.09343201,4.58,21.18408881,1.79,8.27937095,3.36,15.54116559,0,0,0,0,3.91,18.08510638,0.58,2.6827012,4.31,19.93524514,3.74,17.29879741,11.89,54.99537465,13.39,61.933395,0,0,1.5,6.93802035,941248.193559774,4736.59265123888,"Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia",0,105500,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"266",265,110010053013,20.09,20.09,2.42,12.04579393,0.65,3.23544052,7.81,38.87506222,17.02,84.71876556,5.77,28.7207566,2.09,10.40318566,1.35,6.71976108,0,0,0,0,2.42,12.04579393,0.65,3.23544052,4.07,20.25883524,3.42,17.02339472,13.34,66.40119462,13.59,67.64559482,0,0,0.25,1.2444002,875114.706720664,4958.50104467503,"Block Group 3, Census Tract 53.01, District of Columbia, District of Columbia",0,98005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"267",266,110010053014,16.88,16.88,2.73,16.17298578,0.42,2.48815166,6.35,37.61848341,13.73,81.33886256,3.9,23.1042654,1.23,7.28672986,2.25,13.32938389,0,0,0,0,2.73,16.17298578,0.42,2.48815166,3.73,22.0971564,3.31,19.60900474,10.25,60.72274882,10.42,61.72985782,0,0,0.17,1.007109,735422.815717969,3818.71848308948,"Block Group 4, Census Tract 53.01, District of Columbia, District of Columbia",0,89375,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"268",267,110010055001,38.31,38.31,7.38,19.26389977,1,2.61028452,11.94,31.16679718,29.93,78.12581571,11.46,29.91386061,3.26,8.50952754,3.27,8.53563038,0,0,0,0,7.38,19.26389977,0.78,2.03602193,6.85,17.88044897,6.07,15.84442704,23.29,60.79352649,24.08,62.85565127,0,0,0.79,2.06212477,1668716.10161788,6108.8845938279,"Block Group 1, Census Tract 55, District of Columbia, District of Columbia",0,113024,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q2"
"269",268,110010055002,55.02,54.39,16.92,31.10865968,6.27,11.52785439,14.19,26.08935466,30.59,56.24195624,8.82,16.21621622,4,7.35429307,3.59,6.60047803,0.63,1.14429425,0.61,1.12152969,16.92,31.10865968,4.7,8.64129436,11.19,20.57363486,6.49,11.9323405,23,42.28718514,26.28,48.31770546,0.06,0.1103144,3.22,5.92020592,2396739.09801499,7753.75339994743,"Block Group 2, Census Tract 55, District of Columbia, District of Columbia",0,117586,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q3","Q3"
"270",269,110010055003,40.61,40.61,5.2,12.8047279,1.04,2.56094558,15.62,38.46343265,34.37,84.63432652,9.6,23.63949766,4.67,11.49963063,4.48,11.03176558,0,0,0,0,5.2,12.8047279,0.5,1.23122384,8.92,21.96503324,8.41,20.70918493,25.21,62.07830584,26.49,65.23023886,0,0,1.28,3.15193302,1768563.54726572,6221.65539215596,"Block Group 3, Census Tract 55, District of Columbia, District of Columbia",0,106422,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"271",270,110010055004,12.32,12.32,1.93,15.66558442,0.33,2.67857143,4.86,39.44805195,10.05,81.57467532,2.8,22.72727273,0.68,5.51948052,1.71,13.87987013,0,0,0,0,1.93,15.66558442,0.33,2.67857143,2.65,21.50974026,2.32,18.83116883,7.66,62.17532468,7.74,62.82467532,0,0,0.07,0.56818182,536531.99504417,2976.81615908885,"Block Group 4, Census Tract 55, District of Columbia, District of Columbia",0,82241,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"272",271,110010055005,11.28,11.28,1.77,15.69148936,0.19,1.68439716,4.38,38.82978723,9.32,82.62411348,2.97,26.32978723,0.92,8.15602837,1.05,9.30851064,0,0,0,0,1.77,15.69148936,0.18,1.59574468,2.15,19.06028369,1.97,17.46453901,7.35,65.15957447,7.36,65.24822695,0,0,0.01,0.08865248,491233.440464893,2895.2936809024,"Block Group 5, Census Tract 55, District of Columbia, District of Columbia",0,94722,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"273",272,110010056001,23.93,23.85,6.82,28.59538784,1.69,7.08595388,5.08,21.29979036,15.34,64.31865828,7.68,32.20125786,1.19,4.98951782,1.39,5.82809224,0.08,0.32938553,0,0,6.82,28.59538784,1.69,7.08595388,4.27,17.90356394,2.58,10.81761006,12.76,53.50104822,12.76,53.50104822,0,0,0,0,1042263.3599985,5953.6219003293,"Block Group 1, Census Tract 56, District of Columbia, District of Columbia",0,44402,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q1","Q2"
"274",273,110010056002,56.67,55.81,13.12,23.50833184,7.95,14.244759,9.16,16.41282924,34.74,62.24690916,17,30.46049095,3.82,6.8446515,4.76,8.52893747,0.85,1.50272986,0,0,13.12,23.50833184,7.88,14.11933345,16.23,29.08080989,8.36,14.97939437,25.82,46.26411037,26.46,47.41085827,0,0,0.64,1.14674789,2468197.29491571,12093.5904391993,"Block Group 2, Census Tract 56, District of Columbia, District of Columbia",15,122991,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q3","Q2"
"275",274,110010088023,44.66,44.66,11.43,25.59337215,5.3,11.8674429,11.32,25.34706673,27.93,62.53918495,7.78,17.42051052,1.99,4.45588894,6.84,15.31571876,0,0,0,0,11.43,25.59337215,5.21,11.66592029,13.37,29.93730408,8.16,18.27138379,19.1,42.76757725,19.86,44.46932378,0,0,0.77,1.72413793,1945337.29218854,5740.5697502952,"Block Group 3, Census Tract 88.02, District of Columbia, District of Columbia",32,72750,1282,1198,422,682,6,47,2,39,0.0249609984399376,"Q2","Q2","Q2"
"276",275,110010074092,38.97,38.97,8.37,21.47806005,11.34,29.09930716,6.28,16.11496023,19.25,49.39697203,6.64,17.03874775,2.57,6.59481653,3.77,9.67410829,0,0,0.01,0.02566076,8.37,21.47806005,11.31,29.02232487,17.3,44.39312292,5.99,15.37079805,12.91,33.12804722,13.3,34.12881704,0.01,0.02566076,0.37,0.94944829,1697335.7589052,5850.57654796786,"Block Group 2, Census Tract 74.09, District of Columbia, District of Columbia",160,50455,1537,1483,15,1442,9,4,0,13,0.104098893949252,"Q2","Q1","Q2"
"277",276,110010074093,38.51,38.47,14.04,36.49597089,9.91,25.76033273,4.79,12.45126072,14.36,37.32778789,5.62,14.60878607,1.94,5.04289056,2.01,5.22485053,0.04,0.10652498,0.16,0.4159085,14.04,36.49597089,9.77,25.39641279,13.33,34.65037692,3.56,9.25396413,10.4,27.03405251,11.1,28.8536522,0.11,0.28593709,0.59,1.53366259,1677343.79709785,6648.77574776496,"Block Group 3, Census Tract 74.09, District of Columbia, District of Columbia",122,25720,1374,1333,14,1304,2,1,1,11,0.0887918486171761,"Q3","Q1","Q2"
"278",277,110010075021,66.65,66.65,17.98,26.97674419,14.46,21.69542386,11.9,17.85446362,34.18,51.28282071,12.94,19.41485371,4.79,7.1867967,4.55,6.82670668,0,0,0.03,0.04501125,17.98,26.97674419,14.4,21.60540135,23.4,35.10877719,9,13.50337584,24.84,37.26931733,25.27,37.91447862,0.03,0.04501125,0.39,0.58514629,2903378.8319232,8372.12539193773,"Block Group 1, Census Tract 75.02, District of Columbia, District of Columbia",274,27610,2549,2471,60,2385,7,5,0,14,0.107493134562574,"Q2","Q1","Q3"
"279",278,110010075022,85.5,85.5,29.61,34.63157895,15.02,17.56725146,12.01,14.04678363,40.85,47.77777778,17.78,20.79532164,3.05,3.56725146,8.01,9.36842105,0,0,0.02,0.02339181,29.61,34.63157895,14.9,17.42690058,24,28.07017544,9.1,10.64327485,29.79,34.84210526,31.88,37.28654971,0,0,2.1,2.45614035,3724240.41639432,11353.3310996981,"Block Group 2, Census Tract 75.02, District of Columbia, District of Columbia",111,29750,531,505,3,488,1,4,0,9,0.209039548022599,"Q3","Q1","Q3"
"280",279,110010075031,68.83,68.83,16.49,23.95757664,7.78,11.30321081,14.95,21.72018015,44.44,64.56486997,20.03,29.10068284,3.92,5.69519105,5.54,8.04881592,0,0,0.11,0.15981403,16.49,23.95757664,6.73,9.77771321,15.57,22.62095017,8.84,12.84323696,34.97,50.80633445,36.76,53.40694465,0.11,0.15981403,1.68,2.44079616,2997996.81961784,8427.361620392,"Block Group 1, Census Tract 75.03, District of Columbia, District of Columbia",44,34398,969,916,60,834,5,9,0,8,0.0454076367389061,"Q2","Q1","Q3"
"281",280,110010075032,54.67,54.67,23.34,42.69251875,10.42,19.05981343,7.48,13.68209256,20.74,37.93671118,8.46,15.47466618,2.17,3.96927017,2.63,4.81068228,0,0,0.17,0.31095665,23.34,42.69251875,7.85,14.35888056,12.28,22.462045,4.43,8.10316444,15.39,28.15072252,19.05,34.84543625,0.17,0.31095665,3.49,6.38375709,2381324.12794067,6277.60891174631,"Block Group 2, Census Tract 75.03, District of Columbia, District of Columbia",144,26250,1559,1474,71,1375,6,8,1,13,0.0923669018601668,"Q4","Q1","Q3"
"282",281,110010075041,196.83,196.83,124.8,63.40496875,28.67,14.56586902,14.12,7.1737032,43.15,21.92247117,18.56,9.42945689,3.78,1.92043896,6.68,3.3937916,0,0,0.22,0.11177158,124.8,63.40496875,23.37,11.87319006,32.97,16.75049535,9.6,4.87730529,32.68,16.60316009,39.07,19.84961642,0.1,0.05080526,6.28,3.19057054,8573863.98379297,14447.8067335202,"Block Group 1, Census Tract 75.04, District of Columbia, District of Columbia",296,16770,1763,1694,46,1633,0,6,0,9,0.167895632444697,"Q4","Q1","Q4"
"283",282,110010076011,28.45,28.45,6.65,23.37434095,4.06,14.27065026,5.71,20.07029877,17.73,62.3198594,7.4,26.01054482,1.6,5.62390158,3.02,10.61511424,0,0,0,0,6.65,23.37434095,3.75,13.18101933,7.94,27.9086116,4.19,14.72759227,13.05,45.86994728,13.86,48.71704745,0,0,0.81,2.84710018,1239180.26985734,4733.52153537545,"Block Group 1, Census Tract 76.01, District of Columbia, District of Columbia",40,43787,751,720,29,676,1,1,1,12,0.0532623169107856,"Q2","Q1","Q2"
