"","X","census_bg","Total.Area.in.acres","Total.Land.Area.in.acres","Tree.Canopy.in.acres","Tree.Canopy.area.in.percent","Vegetation.in.acres","Vegetation.Percentage","Building.area.in.acres","Building.area.in.percent","Total.Impervious.Area.in.acres","Total.Impervious.Area.in.percent","Road.Acres","Road.Area.in.percent","Sidewalk.Area.in.acres","Sidewalk.Area.in.percent","Other.Impervious.Area.in.acres","Other.Impervious.Area.in.percent","Surface.Water.Area.in.acres","Surface.Water.Area.in.percent","Soil.area.in.acres","Soil.area.in.percent","Urban.Tree.Canopy.area.in.acres","Urban.Tree.Canopy.area.percent","Possible.Vegetation.Planting.Area.in.acres","Possible.Vegetation.Planting.Area.in.percent","Total.Possible.Planting.Area.in.acres","Total.Possible.Planting.Area.in.percent","Impervious.Possible.Planting.Area.in.acres","Impervious.Possible.Planting.Area.in.percent","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.acres","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.percent","Total.Unsuitable.Planting.Area.in.acres","Total.Unsuitable.Planting.Area.in.percent","Unsuitable.Soil.and.Vegetation.Area.in.acres","Unsuitable.Soil.and.Vegetation.Area.in.percent","Unsuitable.Other.Land.Area.in.acres","Unsuitable.Other.Land.Area.in.percent","SHAPEAREA","SHAPELEN","Geographic.Area.Name","Income.in.the.past.12.months.below.poverty.level","Median.household.income.in.the.past.12.months","Total.Population","Total.Population.of.one.race","Total.White.Population","Total.African.American.Population","Total.American.Indian.Population","Total.Asian.Population","Total.Native.Hawaiian.Population","Total.Population.of.Other.Races","PovertyPerCapita","UTC_quart","income_quart","UTCacres_quart"
"146",145,110010025021,34.92,34.92,6.52,18.67124857,2.94,8.41924399,10.95,31.35738832,25.46,72.90950745,9.87,28.26460481,1.19,3.40778923,3.46,9.90836197,0,0,0,0,6.52,18.67124857,2.94,8.41924399,7.59,21.73539519,4.65,13.3161512,20.82,59.62199313,20.82,59.62199313,0,0,0,0,1520868.40347751,4964.30563793464,"Block Group 1, Census Tract 25.02, District of Columbia, District of Columbia",15,49193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q1","Q2"
"147",146,110010025022,37.43,37.43,5.51,14.72081218,4.91,13.11781993,10.78,28.80042746,27,72.13465135,7.72,20.62516698,2.46,6.57226823,6.04,16.13678867,0,0,0,0,5.51,14.72081218,4.68,12.50333957,11.4,30.45685279,6.72,17.95351322,18.5,49.42559444,20.52,54.82233503,0,0,2.01,5.37002404,1630339.23712606,5031.72432388739,"Block Group 2, Census Tract 25.02, District of Columbia, District of Columbia",34,91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"148",147,110010025023,37.26,37.26,6.07,16.29092861,5.48,14.70746108,11.07,29.71014493,25.71,69.00161031,6.16,16.5324745,1.46,3.91841116,7.02,18.84057971,0,0,0,0,6.07,16.29092861,5.21,13.9828234,13.62,36.55394525,8.41,22.57112185,17.2,46.16210413,17.57,47.15512614,0,0,0.37,0.99302201,1622684.30847441,5538.64164104878,"Block Group 3, Census Tract 25.02, District of Columbia, District of Columbia",0,138304,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q4","Q1"
"149",148,110010025024,39.77,39.77,14.74,37.0631129,5.98,15.03645964,7.65,19.23560473,19.05,47.90042746,6.84,17.19889364,1.22,3.06763892,3.35,8.42343475,0,0,0,0,14.74,37.0631129,5.97,15.01131506,10.39,26.12522002,4.42,11.11390495,14.48,36.40935378,14.65,36.83681167,0,0,0.16,0.4023133,1732291.02413182,5497.03144728731,"Block Group 4, Census Tract 25.02, District of Columbia, District of Columbia",14,83438,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q2","Q3"
"150",149,110010026001,208.15,205.75,165.37,80.37424058,14.37,6.98420413,9.88,4.80194411,26,12.63669502,8.78,4.2673147,1.2,0.58323208,6.15,2.9890644,2.4,1.15203845,0,0,165.37,80.37424058,14.23,6.91616039,21.12,10.26488457,6.88,3.34386391,18.65,9.06439854,19.26,9.36087485,0,0,0.6,0.29161604,9066144.51300833,16179.6454028383,"Block Group 1, Census Tract 26, District of Columbia, District of Columbia",14,96750,1167,1023,433,332,5,65,1,187,0.0119965724078835,"Q4","Q3","Q4"
"151",150,110010026002,339.54,336.88,233.93,69.44015673,35.83,10.63583472,23.3,6.9164094,67.1,19.91807172,24.08,7.14794586,4.74,1.40702921,14.97,4.44371883,2.67,0.78583031,0.02,0.00593683,233.93,69.44015673,29.6,8.78651152,45.98,13.64877701,16.38,4.8622655,46.71,13.86547138,56.96,16.90809784,0.02,0.00593683,10.24,3.03965804,14789325.9379371,22839.9007793995,"Block Group 2, Census Tract 26, District of Columbia, District of Columbia",7,240500,1425,1258,634,503,7,94,0,20,0.00491228070175439,"Q4","Q4","Q4"
"152",151,110010027011,8.92,8.92,1.89,21.18834081,0.8,8.96860987,2.8,31.39013453,6.22,69.7309417,1.88,21.07623318,0.35,3.92376682,1.19,13.34080717,0,0,0,0,1.89,21.18834081,0.8,8.96860987,2.35,26.34529148,1.54,17.26457399,4.68,52.46636771,4.68,52.46636771,0,0,0,0,388237.181957226,2685.51440119565,"Block Group 1, Census Tract 27.01, District of Columbia, District of Columbia",0,103984,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q3","Q1"
"153",152,110010027012,31.23,31.23,10.01,32.05251361,2.46,7.87704131,9.16,29.33077169,18.76,60.07044508,4.63,14.82548831,1.29,4.13064361,3.68,11.78354147,0,0,0,0,10.01,32.05251361,2.44,7.81300032,7.38,23.63112392,4.93,15.78610311,13.79,44.15626001,13.84,44.31636247,0,0,0.05,0.16010247,1360161.27388059,5714.57005750069,"Block Group 2, Census Tract 27.01, District of Columbia, District of Columbia",60,69345,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q2","Q2"
"154",153,110010027013,57.36,57.36,41.39,72.15829847,1.9,3.31241283,6.78,11.82008368,14.07,24.5292887,3.39,5.91004184,0.62,1.08089261,3.28,5.71827057,0,0,0,0,41.39,72.15829847,1.88,3.27754533,5.14,8.9609484,3.26,5.68340307,10.16,17.71269177,10.83,18.88075314,0,0,0.67,1.16806137,2498323.39200179,8885.89353401212,"Block Group 3, Census Tract 27.01, District of Columbia, District of Columbia",0,137381,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q4","Q4"
"155",154,110010027014,13.77,13.77,6.25,45.38852578,1.5,10.89324619,2.35,17.06608569,6.01,43.64560639,1.98,14.37908497,0.74,5.37400145,0.94,6.82643428,0,0,0,0,6.25,45.38852578,1.5,10.89324619,3.14,22.80319535,1.63,11.83732752,4.33,31.44517066,4.38,31.80827887,0,0,0.05,0.36310821,599914.513802756,4265.24168607249,"Block Group 4, Census Tract 27.01, District of Columbia, District of Columbia",79,54281,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q2","Q1"
"156",155,110010027021,19.15,19.15,3.39,17.70234987,0.69,3.60313316,6.66,34.77806789,15.07,78.69451697,4.47,23.34203655,1.74,9.08616188,2.2,11.48825065,0,0,0,0,3.39,17.70234987,0.58,3.02872063,4.37,22.81984334,3.8,19.84334204,11.12,58.06788512,11.38,59.42558747,0,0,0.26,1.35770235,833879.920260275,3871.91226044949,"Block Group 1, Census Tract 27.02, District of Columbia, District of Columbia",0,70744,1975,1674,757,189,17,64,0,647,0,"Q1","Q2","Q1"
"157",156,110010027022,47.82,47.82,18.53,38.74947721,3.07,6.41990799,14.4,30.11292346,26.22,54.83061481,5.44,11.37599331,1.04,2.17482225,5.33,11.14596403,0,0,0,0,18.53,38.74947721,2.89,6.04349645,9.23,19.30154747,6.34,13.25805102,19.84,41.48891677,20.06,41.94897532,0,0,0.22,0.46005855,2083260.59285056,8338.00054394252,"Block Group 2, Census Tract 27.02, District of Columbia, District of Columbia",0,99917,1411,1242,1001,137,9,54,0,41,0,"Q3","Q3","Q3"
"158",157,110010027023,57.96,57.35,35.28,61.51700087,2.87,5.0043592,10.02,17.47166521,19.2,33.47863993,5.09,8.87532694,0.56,0.97646033,3.53,6.15518745,0.62,1.06115384,0,0,35.28,61.51700087,2.87,5.0043592,6.96,12.13600697,4.09,7.13164778,15.11,26.34699215,15.11,26.34699215,0,0,0,0,2524550.0980411,9919.56775343184,"Block Group 3, Census Tract 27.02, District of Columbia, District of Columbia",0,171739,1062,927,756,68,3,60,1,39,0,"Q4","Q4","Q4"
"159",158,110010028011,16.45,16.45,1.71,10.39513678,1.28,7.78115502,5.61,34.10334347,13.46,81.82370821,4.22,25.65349544,1.6,9.72644377,2.04,12.40121581,0,0,0,0,1.71,10.39513678,1.27,7.72036474,4.82,29.30091185,3.54,21.51975684,9.81,59.63525836,9.93,60.36474164,0,0,0.12,0.72948328,716537.647213842,3769.77172671389,"Block Group 1, Census Tract 28.01, District of Columbia, District of Columbia",62,62731,1857,1652,737,517,26,105,1,266,0.03338718362951,"Q1","Q2","Q1"
"160",159,110010028012,26.03,26.03,4.54,17.44141375,1.88,7.22243565,8.76,33.65347676,19.61,75.3361506,5.7,21.89781022,1.5,5.76258164,3.64,13.98386477,0,0,0,0,4.54,17.44141375,1.88,7.22243565,7.02,26.96888206,5.14,19.74644641,14.47,55.58970419,14.47,55.58970419,0,0,0,0,1133700.02647298,4209.52202148886,"Block Group 2, Census Tract 28.01, District of Columbia, District of Columbia",108,53068,2541,2333,607,952,44,125,6,599,0.0425029515938607,"Q1","Q1","Q1"
"161",160,110010028021,22,22,2.15,9.77272727,0.81,3.68181818,8.48,38.54545455,19.04,86.54545455,5.67,25.77272727,2.2,10,2.69,12.22727273,0,0,0,0,2.15,9.77272727,0.79,3.59090909,5.5,25,4.71,21.40909091,14.14,64.27272727,14.35,65.22727273,0,0,0.21,0.95454545,958280.814309612,4020.39574302191,"Block Group 1, Census Tract 28.02, District of Columbia, District of Columbia",188,61556,2019,1799,652,412,27,133,1,574,0.0931154036651808,"Q1","Q2","Q1"
"162",161,110010028022,34.35,34.35,3.78,11.00436681,2.23,6.49199418,14.21,41.36826783,28.34,82.50363901,6.08,17.70014556,2.7,7.86026201,5.34,15.54585153,0,0,0,0,3.78,11.00436681,1.26,3.66812227,7.05,20.52401747,5.79,16.8558952,20.22,58.86462882,23.52,68.47161572,0,0,3.3,9.6069869,1496035.09278152,5065.11400962968,"Block Group 2, Census Tract 28.02, District of Columbia, District of Columbia",59,96152,918,821,260,377,3,39,4,138,0.0642701525054466,"Q1","Q3","Q1"
"163",162,110010029001,32.59,32.59,4.85,14.8818656,2.88,8.83706658,10.87,33.35378951,24.86,76.28106781,5.9,18.1037128,1.63,5.00153421,6.45,19.79134704,0,0,0,0,4.85,14.8818656,2.86,8.77569807,10.8,33.13899969,7.94,24.36330163,16.77,51.4575023,16.94,51.9791347,0,0,0.17,0.5216324,1419652.01198849,5189.63162002234,"Block Group 1, Census Tract 29, District of Columbia, District of Columbia",11,112143,2173,1980,1004,457,28,95,1,395,0.00506212609295904,"Q1","Q3","Q1"
"164",163,110010029002,42.12,42.12,5.72,13.58024691,3.29,7.81101614,14.84,35.23266857,33.11,78.60873694,7.92,18.8034188,2.63,6.24406458,7.72,18.328585,0,0,0,0,5.72,13.58024691,3.29,7.81101614,13.65,32.40740741,10.36,24.59639126,22.76,54.03608737,22.76,54.03608737,0,0,0,0,1834616.20634275,6159.04534360934,"Block Group 2, Census Tract 29, District of Columbia, District of Columbia",27,117188,2270,1953,952,435,31,117,1,417,0.0118942731277533,"Q1","Q3","Q1"
"165",164,110010030001,28.38,28.38,5.53,19.48555321,1.84,6.48343904,9.29,32.73431994,21,73.99577167,4.3,15.15151515,1.77,6.23678647,5.65,19.90838619,0,0,0,0,5.53,19.48555321,1.79,6.30725863,7.76,27.34319944,5.97,21.0359408,13.59,47.8858351,15.09,53.17124736,0,0,1.5,5.28541226,1236272.07894316,4556.71664509894,"Block Group 1, Census Tract 30, District of Columbia, District of Columbia",39,113693,1780,1623,936,367,9,139,4,168,0.0219101123595506,"Q2","Q3","Q1"
"166",165,110010030002,23.98,23.98,4.64,19.34945788,2.04,8.50708924,7.79,32.4854045,17.31,72.1851543,4.19,17.47289408,1.79,7.46455379,3.54,14.76230192,0,0,0,0,4.64,19.34945788,2.04,8.50708924,7.25,30.23352794,5.22,21.76814012,11.98,49.95829858,12.09,50.41701418,0,0,0.11,0.4587156,1044751.31991645,4568.25089609769,"Block Group 2, Census Tract 30, District of Columbia, District of Columbia",136,77581,1781,1649,497,972,7,76,1,96,0.0763615946097698,"Q1","Q2","Q1"
"167",166,110010031001,72.85,72.85,11.85,16.26630062,5.7,7.8242965,23.06,31.65408373,54.92,75.38778312,16.32,22.40219629,4.3,5.90253946,11.24,15.42896362,0,0,0.39,0.5353466,11.85,16.26630062,4.62,6.34179822,19.16,26.30061771,14.54,19.95881949,39.11,53.68565546,41.84,57.43308167,0.02,0.02745367,2.7,3.70624571,3172932.33528558,8445.70277933627,"Block Group 1, Census Tract 31, District of Columbia, District of Columbia",55,116858,1541,1349,611,337,9,96,0,296,0.0356911096690461,"Q1","Q3","Q2"
"168",167,110010032001,24.59,24.59,4.61,18.74745832,2.3,9.35339569,8.04,32.69621797,17.68,71.89914599,4.36,17.73078487,1.37,5.57137048,3.92,15.94143961,0,0,0,0,4.61,18.74745832,2.11,8.58072387,6.4,26.02684018,4.28,17.40544937,12.19,49.57299715,13.58,55.2257015,0,0,1.39,5.65270435,1070269.3742324,4423.09091571364,"Block Group 1, Census Tract 32, District of Columbia, District of Columbia",65,130833,1069,976,442,400,11,48,1,74,0.0608044901777362,"Q1","Q4","Q1"
"169",168,110010032002,23.87,23.87,3.54,14.83033096,3.02,12.65186426,7.12,29.82823628,17.31,72.51780478,5.32,22.28739003,1.44,6.032677,3.44,14.41139506,0,0,0,0,3.54,14.83033096,3.02,12.65186426,7.83,32.80268119,4.81,20.15081693,12.43,52.07373272,12.5,52.36698785,0,0,0.07,0.29325513,1040250.66334922,4427.13817333864,"Block Group 2, Census Tract 32, District of Columbia, District of Columbia",17,91250,1096,987,391,347,19,57,1,172,0.0155109489051095,"Q1","Q2","Q1"
"170",169,110010032003,31.25,31.25,4.99,15.968,3.57,11.424,9.38,30.016,22.7,72.64,6.63,21.216,1.81,5.792,4.88,15.616,0,0,0,0,4.99,15.968,3.56,11.392,10.1,32.32,6.54,20.928,16.01,51.232,16.16,51.712,0,0,0.15,0.48,1361329.13221724,4765.89930932772,"Block Group 3, Census Tract 32, District of Columbia, District of Columbia",57,81678,1545,1375,460,582,7,49,2,275,0.0368932038834951,"Q1","Q2","Q1"
"171",170,110010032004,30.22,30.22,6.03,19.95367306,3.16,10.45665122,8.82,29.18596956,21.03,69.58967571,6.88,22.76637988,1.18,3.90469887,4.16,13.76571807,0,0,0,0,6.03,19.95367306,3.16,10.45665122,8.5,28.12706817,5.34,17.67041694,15.7,51.95234944,15.7,51.95234944,0,0,0,0,1316506.83577387,5094.1305084702,"Block Group 4, Census Tract 32, District of Columbia, District of Columbia",14,112679,1389,1268,415,548,15,63,0,227,0.0100791936645068,"Q2","Q3","Q1"
"172",171,110010033011,61.71,61.71,9.37,15.18392481,23.67,38.35683034,10.04,16.26964836,28.67,46.45924486,9.21,14.92464755,1.36,2.20385675,8.07,13.07729703,0,0,0,0,9.37,15.18392481,23.67,38.35683034,33.09,53.62177929,9.42,15.26494895,19.25,31.1942959,19.25,31.1942959,0,0,0,0,2687890.34880226,7865.43382047257,"Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia",0,126292,1265,1156,570,490,11,50,0,35,0,"Q1","Q3","Q2"
"173",172,110010033012,26.11,26.11,6.62,25.35427039,1.44,5.5151283,8.28,31.71198774,18.06,69.1689008,4.83,18.49865952,0.78,2.98736116,4.17,15.97089238,0,0,0,0,6.62,25.35427039,1.44,5.5151283,6.38,24.43508234,4.95,18.95825354,13.11,50.21064726,13.11,50.21064726,0,0,0,0,1137343.05832292,4800.72272688507,"Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia",0,136985,1345,1209,709,382,1,72,1,44,0,"Q2","Q4","Q2"
"174",173,110010033013,20.82,20.82,4.78,22.95869356,1.72,8.26128722,6.82,32.75696446,14.32,68.78001921,3.48,16.71469741,0.72,3.45821326,3.3,15.85014409,0,0,0,0,4.78,22.95869356,1.72,8.26128722,5.74,27.56964457,4.02,19.30835735,10.29,49.42363112,10.29,49.42363112,0,0,0,0,906679.881863015,4420.02142712479,"Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia",21,157292,1214,1116,664,362,2,52,2,34,0.0172981878088962,"Q2","Q4","Q1"
"175",174,110010033021,25.92,25.92,5.02,19.36728395,0.85,3.27932099,9.15,35.30092593,20.04,77.31481481,5.24,20.21604938,1.12,4.32098765,4.53,17.47685185,0,0,0,0,5.02,19.36728395,0.85,3.27932099,6.5,25.07716049,5.65,21.79783951,14.4,55.55555556,14.4,55.55555556,0,0,0,0,1129129.17064292,4925.71618030734,"Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia",0,135221,1300,1187,725,368,5,45,3,41,0,"Q1","Q4","Q1"
"176",175,110010033022,23.16,23.16,4.47,19.30051813,0.82,3.54058722,7.56,32.64248705,17.86,77.11571675,5.32,22.97063903,1.24,5.35405872,3.75,16.19170984,0,0,0,0,4.47,19.30051813,0.82,3.54058722,5.78,24.95682211,4.96,21.41623489,12.85,55.4835924,12.91,55.74265976,0,0,0.05,0.21588946,1008671.7748517,4683.29584461414,"Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia",5,165278,1134,1032,552,370,3,54,0,53,0.00440917107583774,"Q1","Q4","Q1"
"177",176,110010034001,26.07,26.07,5,19.1791331,3.69,14.15420023,6.73,25.81511316,16.94,64.97890295,4.78,18.33525125,2.54,9.74299962,2.9,11.1238972,0,0,0.44,1.68776371,5,19.1791331,3.65,14.00076717,8.72,33.44840813,5.07,19.44764097,11.49,44.07364787,12.35,47.37245876,0.43,1.64940545,0.44,1.68776371,1135693.49603039,4449.09252058477,"Block Group 1, Census Tract 34, District of Columbia, District of Columbia",49,38857,973,933,296,590,3,15,0,29,0.0503597122302158,"Q1","Q1","Q1"
"178",177,110010034002,240.21,201.06,27.14,13.49845817,41.73,20.75499851,50.12,24.92788222,131.51,65.40833582,48.97,24.35591366,16.63,8.27116284,15.79,7.8533771,39.15,16.29914164,0.68,0.3382075,27.14,13.49845817,41.68,20.73013031,70.67,35.14871183,28.99,14.41858152,99.07,49.2738486,103.24,51.34785636,0.5,0.24868199,3.67,1.82532577,10462728.8260213,17437.936295674,"Block Group 2, Census Tract 34, District of Columbia, District of Columbia",11,114423,51,33,11,11,0,9,0,2,0.215686274509804,"Q1","Q3","Q3"
"179",178,110010035001,30.6,30.6,5.27,17.22222222,2.4,7.84313725,9.61,31.40522876,22.93,74.93464052,6.83,22.32026144,1.41,4.60784314,5.08,16.60130719,0,0,0,0,5.27,17.22222222,2.4,7.84313725,8.89,29.05228758,6.49,21.20915033,16.44,53.7254902,16.44,53.7254902,0,0,0,0,1332682.00695629,4673.75520417476,"Block Group 1, Census Tract 35, District of Columbia, District of Columbia",26,75982,1705,1576,715,590,40,84,0,147,0.0152492668621701,"Q1","Q2","Q1"
"180",179,110010035002,63.76,63.76,7.38,11.57465496,8.32,13.0489335,12.65,19.84002509,47.01,73.72961104,24.29,38.09598494,5.18,8.12421581,4.9,7.68506901,0,0,1.05,1.6468005,7.38,11.57465496,5.53,8.67314931,13.78,21.61229611,8.25,12.9391468,36.93,57.92032622,42.6,66.81304893,0.22,0.34504391,5.45,8.5476788,2777291.3900055,7698.15043623049,"Block Group 2, Census Tract 35, District of Columbia, District of Columbia",21,100662,2470,2248,995,901,5,254,8,85,0.00850202429149798,"Q1","Q3","Q2"
"181",180,110010036001,18.79,18.79,2.48,13.19850985,1.02,5.42841937,6.45,34.32676956,15.29,81.37307078,4.83,25.70516232,1.27,6.75891432,2.74,14.58222459,0,0,0,0,2.48,13.19850985,1.02,5.42841937,5,26.60989888,3.98,21.18147951,11.28,60.03193188,11.31,60.19159127,0,0,0.03,0.15965939,818560.04258668,3898.29449729046,"Block Group 1, Census Tract 36, District of Columbia, District of Columbia",0,97386,1908,1704,763,708,9,107,2,115,0,"Q1","Q3","Q1"
"182",181,110010036002,18.18,18.18,2.87,15.78657866,1.78,9.7909791,5.27,28.98789879,13.53,74.42244224,4.21,23.15731573,1.1,6.05060506,2.95,16.22662266,0,0,0,0,2.87,15.78657866,1.76,9.6809681,5.57,30.63806381,3.8,20.90209021,9.44,51.92519252,9.75,53.63036304,0,0,0.3,1.65016502,792008.938997632,3586.53151747899,"Block Group 2, Census Tract 36, District of Columbia, District of Columbia",85,67895,1425,1241,567,403,3,104,0,164,0.0596491228070175,"Q1","Q2","Q1"
"183",182,110010036003,38.55,38.55,5,12.97016861,3.83,9.93514916,12.58,32.63294423,29.72,77.09468223,6.63,17.19844358,2.42,6.27756161,8.09,20.98573281,0,0,0,0,5,12.97016861,3.82,9.90920882,11.56,29.98702983,7.74,20.07782101,19.2,49.80544747,21.99,57.04280156,0,0,2.79,7.23735409,1679140.91849303,5971.37735456926,"Block Group 3, Census Tract 36, District of Columbia, District of Columbia",0,130481,1442,1298,856,262,6,63,3,108,0,"Q1","Q3","Q1"
"184",183,110010037001,15.15,15.15,1.79,11.81518152,1.2,7.92079208,5.05,33.33333333,12.16,80.2640264,3.74,24.68646865,1.16,7.65676568,2.22,14.65346535,0,0,0,0,1.79,11.81518152,1.07,7.06270627,4.21,27.78877888,3.14,20.72607261,8.3,54.78547855,9.16,60.4620462,0,0,0.86,5.67656766,660033.573644762,3287.22969268879,"Block Group 1, Census Tract 37, District of Columbia, District of Columbia",0,108393,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"185",184,110010037002,29.56,29.56,4.57,15.46008119,1.9,6.42760487,9.5,32.13802436,22.96,77.67253045,6.62,22.39512855,2.87,9.70906631,3.97,13.43031123,0,0,0.14,0.47361299,4.57,15.46008119,1.84,6.22462788,8.25,27.90933694,6.4,21.65087957,15.97,54.02571042,16.75,56.66441137,0,0,0.78,2.63870095,1287848.07042279,4629.76509850932,"Block Group 2, Census Tract 37, District of Columbia, District of Columbia",173,42679,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q1","Q1"
"186",185,110010037003,27.51,27.21,8.63,31.71628078,3.44,12.64241088,5.03,18.48585079,14.93,54.86953326,4.41,16.20727674,2.53,9.29805219,2.96,10.87835355,0.3,1.10104267,0.21,0.77177508,8.63,31.71628078,3.44,12.64241088,8.93,32.81881661,5.49,20.17640573,9.44,34.69312753,9.64,35.42815141,0.21,0.77177508,0,0,1198525.69889958,5423.86880946359,"Block Group 3, Census Tract 37, District of Columbia, District of Columbia",0,107458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q3","Q3","Q2"
"187",186,110010038001,28.64,28.64,2.75,9.60195531,0.78,2.72346369,12.76,44.55307263,25.12,87.70949721,5.69,19.86731844,2.14,7.47206704,4.53,15.81703911,0,0,0,0,2.75,9.60195531,0.78,2.72346369,7.44,25.97765363,6.67,23.28910615,18.45,64.42039106,18.45,64.42039106,0,0,0,0,1247441.55886403,5095.21934104178,"Block Group 1, Census Tract 38, District of Columbia, District of Columbia",0,106888,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"188",187,110010038002,36.8,36.8,8.78,23.85869565,1.9,5.16304348,10.66,28.9673913,26.11,70.95108696,7.28,19.7826087,2.59,7.03804348,5.58,15.16304348,0,0,0,0,8.78,23.85869565,1.67,4.53804348,7.8,21.19565217,6.12,16.63043478,17.93,48.72282609,20.22,54.94565217,0,0,2.29,6.22282609,1602872.77187604,6077.45114767127,"Block Group 2, Census Tract 38, District of Columbia, District of Columbia",0,107019,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q3","Q2"
"189",188,110010038003,22.49,22.49,3.44,15.29568697,0.92,4.09070698,7.46,33.17029791,18.1,80.48021343,5.91,26.27834593,2.17,9.64873277,2.55,11.33837261,0,0,0.03,0.13339262,3.44,15.29568697,0.92,4.09070698,5.43,24.14406403,4.51,20.05335705,13.36,59.40417964,13.62,60.560249,0.03,0.13339262,0.23,1.02267675,979537.619654076,4827.25040540807,"Block Group 3, Census Tract 38, District of Columbia, District of Columbia",68,94605,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q2","Q1"
"190",189,110010039001,11.33,11.33,3,26.47837599,0.49,4.32480141,3.82,33.71579876,7.84,69.19682259,2.15,18.97616946,0.8,7.06090026,1.08,9.53221536,0,0,0,0,3,26.47837599,0.46,4.06001765,2.2,19.41747573,1.73,15.26919682,5.96,52.60370697,6.13,54.10414828,0,0,0.17,1.50044131,493442.653735277,3350.97352426432,"Block Group 1, Census Tract 39, District of Columbia, District of Columbia",0,102813,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q3","Q1"
"191",190,110010039002,57.07,56.03,40.09,71.55095485,3.54,6.31804391,4.69,8.3705158,12.41,22.14884883,5.15,9.19150455,1,1.78475817,1.57,2.80207032,1.04,1.81763076,0,0,40.09,71.55095485,3.52,6.28234874,5.93,10.58361592,2.41,4.30126718,9.83,17.54417276,10.02,17.88327682,0,0,0.18,0.32125647,2485705.00311377,9836.43005164419,"Block Group 2, Census Tract 39, District of Columbia, District of Columbia",0,75859,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q4","Q2","Q4"
"192",191,110010039003,18.54,18.54,3.37,18.17691478,0.63,3.39805825,7.38,39.80582524,14.54,78.42502697,3.59,19.3635383,1.26,6.7961165,2.31,12.45954693,0,0,0,0,3.37,18.17691478,0.63,3.39805825,4.2,22.65372168,3.57,19.25566343,10.97,59.16936354,10.97,59.16936354,0,0,0,0,807495.266506346,4667.40844093868,"Block Group 3, Census Tract 39, District of Columbia, District of Columbia",0,119650,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q1"
"193",192,110010039004,12.15,12.15,3.11,25.59670782,0.48,3.95061728,4.76,39.17695473,8.56,70.4526749,1.58,13.00411523,0.5,4.11522634,1.72,14.1563786,0,0,0,0,3.11,25.59670782,0.48,3.95061728,2.7,22.22222222,2.22,18.27160494,6.34,52.18106996,6.34,52.18106996,0,0,0,0,529286.415342134,3111.99914211733,"Block Group 4, Census Tract 39, District of Columbia, District of Columbia",0,141434,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q4","Q1"
